downloads,python_version,distro_name,distro_version
23,3.4,Arch Linux,
23,3.6,macOS,10.12.1
23,3.7,Red Hat Enterprise Linux Server,6.6
23,3.7,openSUSE Tumbleweed,20190516
22,3.6,Korora,25
22,3.7,stockholm/NixOS,19.06.git.1cfc265b-dirty@brauerei/19.03.git.d77e3bd
22,2.6,CentOS,6.10
22,3.7,NixOS,19.03.172655.705986f5a98
22,3.5,Red Hat Enterprise Linux Server,6.10
22,3.7,NixOS,19.09pre184359.73392e79aa6
22,3.4,Red Hat Enterprise Linux Workstation,7.5
22,3.5,Deepin,15.10
22,3.7,Clear Linux OS,30400
22,3.6,NixOS,19.03pre173063.10a866602cd
22,2.7,debian,10.0
22,2.7,Scientific Linux,7.3
22,3.6,Kali GNU/Linux,2018.4
22,3.5,Arch Linux,2019.1.20
22,3.7,openSUSE Tumbleweed,20190805
22,3.6,Debian GNU/Linux,7
22,3.4,Linaro,14.04
22,3.7,stockholm/NixOS,unknown/19.03.172979.8634c3b6199
22,3.7,macOS,10.11
22,3.7,Clear Linux OS,29620
22,2.7,void,rolling
22,3.7,NixOS,18.09.2532.571b40d3f50
22,3.8,Debian GNU/Linux,9
22,2.7,SLES,11.4
21,3.5,OS X,10.14.4
21,3.6,Fedora,25
21,3.5,Oracle Linux Server,6.10
21,2.7,Ubuntu Kylin,19.04
21,2.7,Peppermint,10
21,3.5,Zorin,12
21,2.7,Freedesktop.org,18.08.34
21,2.7,LinuxMint,18
21,3.6,Oracle Linux Server,8.0
21,3.5,Red Hat Enterprise Linux Workstation,7.4
21,3.6,debian,buster/sid
21,3.5,OS X,10.12.6
21,2.7,LinuxMint,18.1
21,2.7,macOS,10.11.4
21,3.7,Scientific Linux,7.5
20,3.7,EulerOS,2.0
20,3.6,Oracle Linux Server,6.9
20,3.7,RedHatEnterpriseServer,6.8
20,3.7,Fedora,15
20,2.7,Red Hat Enterprise Linux Server,7.7
20,3.6,SLES,12.1
20,2.7,Kali GNU/Linux,2018.3
19,3.7,Pengwin,
19,3.6,macOS,10.11.4
19,3.7,Clear Linux OS,30380
19,3.6,RedHatEnterpriseWorkstation,6.8
19,3.7,openSUSE Tumbleweed,20190628
19,3.7,Arch Linux,18.0.4
19,3.7,Fedora,11
19,3.7,openSUSE Tumbleweed,20190614
19,2.7,Red Hat Enterprise Linux,8.1
19,3.7,RedHatEnterpriseWorkstation,6.10
19,3.5,Alpine Linux,3.7.0
18,3.7,Pengwin,10.0
18,3.7,Manjaro Linux,18.1.0-rc5
18,3.6,Scientific,6.7
18,3.7,SUSE LINUX,11
18,3.7,openSUSE Tumbleweed,20190713
18,2.7,Oracle Linux Server,7.3
18,2.7,GalliumOS,3.0
18,2.7,VMware Photon OS,2.0
18,2.7,Oracle Linux Server,7.2
18,3.7,macOS,10.15.1
18,3.7,Oracle Linux Server,7.5
18,3.6,macOS,10.11.3
17,3.7,Oracle Linux Server,7.4
17,2.7,CentOS,6.2
17,3.7,Deepin,15.9.2
17,3.7,Alpine Linux,3.4.0
17,3.4,macOS,10.11.6
17,2.7,Debian GNU/Linux,oldstable-updates
17,3.4,RedHatEnterpriseServer,6.10
17,3.7,Manjaro Linux,18.0.4-19153
17,3.7,EndeavourOS,rolling
17,3.7,Pengwin,testing
17,3.5,debian,9.8
17,3.5,Fedora,24
17,3.7,Oracle Linux Server,6.10
17,3.4,Red Hat Enterprise Linux Server,7.4
16,3.7,Arch Linux,v19.02.4
16,3.7,Debian GNU/Linux,8.11
16,3.7,debian,buster/sid
16,3.7,Ubuntu Kylin,16.04
16,2.7,Exherbo,
16,3.5,ubilinux,4
16,3.6,RedHatEnterpriseServer,6.3
16,3.6,macOS,10.10.4
16,3.6,RedHatEnterpriseWorkstation,6.7
16,3.6,Alpine Linux,3.7.1
16,3.5,RedHatEnterpriseServer,6.6
16,2.7,AIMS Desktop GNU/Linux,oldstable-updates
16,3.7,Red Hat Enterprise Linux Server,6.10
15,3.6,Raspbian GNU/Linux,10
15,3.6,Debian GNU/Linux,testing/unstable
15,3.7,NixOS,19.09pre187466.4e8a8a13ef6
15,3.7,DGX OS,18.04
15,3.7,openSUSE Tumbleweed,20190716
15,3.7,Clear Linux OS,30580
15,2.7,Springdale Linux,7.6
15,3.6,Chakra,2019.03
15,2.7,macOS,10.15.1
15,3.6,Arch Linux,2018.12.17
15,3.7,XBian,1.0
15,3.5,Debian GNU/Linux,testing/unstable
15,3.7,Deepin,15.10
15,3.7,macOS,10.10.3
15,3.5,OS X,10.11.6
15,3.7,NixOS,19.09.git.b5f5c97
15,3.5,OS X,10.14.3
15,3.4,Debian GNU/Linux,
15,3.7,macOS,10.11.2
15,3.7,CentOS,6.4
15,3.5,Ubuntu,17.10
15,3.6,LinuxMint,18.2
15,3.8,macOS,10.14
14,3.5,macOS,10.13
14,3.5,Pop!_OS,19.04
14,2.7,macOS,10.7.5
14,3.5,macOS,10.13.1
14,2.7,Fedora,21
14,3.8,macOS,10.14.6
14,3.7,Kali GNU/Linux,2018.2
14,2.7,CentOS Linux,7.0.1406
14,2.7,Scientific Linux,7.2
14,3.5,debian,7.4
14,3.8,Ubuntu,16.04
14,3.7,OS X,10.13.6
14,2.7,Microsoft Azure Mariner OS,3.0
14,3.7,RedHatEnterpriseServer,6.4
14,2.7,Ubuntu Core,16
14,3.5,Oracle Linux Server,7.4
14,3.6,Red Hat Enterprise Linux Server,6.9
14,3.6,Fedora,21
13,3.6,RedHatEnterpriseWorkstation,6.5
13,2.7,BOSS GNU/Linux,6
13,3.6,RedHatEnterpriseWorkstation,6.9
13,3.6,Scientific,6.8
13,3.6,Ubuntu,15.04
13,3.6,RedHatEnterpriseClient,6.7
13,3.7,Red Hat Enterprise Linux Workstation,7.4
13,2.7,openSUSE Tumbleweed,20190730
13,3.5,RedHatEnterpriseServer,6.2
13,3.6,DGX OS,16.04
13,3.5,GalliumOS,2.1
13,2.7,OS X,10.14.3
13,3.7,Red Hat Enterprise Linux Server,7.1
13,3.7,openSUSE Tumbleweed,20190717
13,2.6,CentOS,6.8
13,3.6,Deepin,15.9.3
13,3.6,SLES,12
13,2.7,Zorin,12
13,3.7,ArcoLinux,v19.07.11
12,2.7,Antergos Linux,rolling
12,2.7,Generic,25
12,3.6,Gentoo,2018101601
12,2.7,Ubuntu Kylin,18.04
12,3.6,Clear Linux OS,29940
12,3.5,Red Hat Enterprise Linux Workstation,7.6
12,2.7,openSUSE,13.2
12,3.5,macOS,10.12
12,3.7,Freedesktop.org,18.08.32
12,3.6,Kali GNU/Linux,2019.3
12,3.7,LinuxMint,18.3
12,3.6,Debian GNU/Linux,unstable
12,3.7,SLES,12.4
12,3.7,macOS,10.7.5
12,3.5,Ubuntu,15.10
12,2.7,SLES,12
11,3.6,RedHatEnterpriseWorkstation,6.4
11,3.6,Gentoo,2.4.1
11,3.6,LMDE,3
11,3.6,Amazon Linux AMI,2015.03
11,3.5,Debian GNU/Linux,stable-updates
11,3.6,debian,8.11
11,3.7,Fedora,20
11,3.5,RedHatEnterpriseServer,6.7
11,2.7,Devuan GNU/Linux,2.0
11,3.7,Alpine Linux,3.8.4
11,3.7,CentOS,7.6.1810
11,3.6,Red Hat Enterprise Linux Server,7.1
11,2.7,Deepin,15.7
11,2.7,Debian GNU/Linux,9.1
11,3.6,Red Hat Enterprise Linux Server,6.5
11,3.7,Zorin OS,12
11,2.7,OS X,10.14.4
11,3.5,RedHatEnterpriseServer,6.5
11,3.6,Red Hat Enterprise Linux Server,6.7
10,3.6,macOS,10.11.1
10,3.7,Clear Linux OS,30550
10,2.7,Ubuntu,14.10
10,3.5,Pop!_OS,18.04
10,3.7,Parrot GNU/Linux,4.4
10,3.6,PCLinuxOS,2019
10,3.7,macOS,10.10.2
10,2.7,macOS,10.8.5
10,2.7,GalliumOS,2.1
10,3.5,SUSE LINUX,11
10,3.7,CentOS,6.2
10,3.5,RedHatEnterpriseServer,6.9
10,2.7,Parrot GNU/Linux,4.1
10,3.5,macOS,10.12.3
10,3.6,Deepin,15.9.2
10,3.7,Scientific Linux,7.3
10,2.7,Fedora,22
10,3.7,macOS,10.10.4
10,3.5,QTS,4.3.6
10,3.7,Manjaro Linux,17.1.12
10,2.7,Deepin,15.10
10,2.7,openSUSE Tumbleweed,20190708
10,3.6,debian,stretch/sid
10,2.7,Freedesktop.org,18.08.33
10,3.7,Clear Linux OS,30450
10,2.7,OS X,10.12.6
9,2.7,Kali GNU/Linux,2016.1
9,3.5,debian,8.7
9,2.7,Trisquel GNU/Linux,7.0
9,3.6,OracleServer,6.5
9,2.7,Zorin OS,12
9,3.6,Ubuntu Kylin,17.10
9,3.6,Deepin,15.10
9,2.7,Parrot GNU/Linux,4.5
9,2.7,macOS,10.10.3
9,3.7,Fedora,23
9,3.6,Red Hat Enterprise Linux Client,7.6
9,2.7,Trisquel GNU/Linux,8.0
9,2.7,BunsenLabs GNU/Linux,9.8
9,2.7,Kali GNU/Linux,2017.1
9,3.6,Red Hat Enterprise Linux Server,7.0
9,3.7,Scientific Linux,7.2
9,3.4,Debian GNU/Linux,10
9,3.5,Kylin,4.0.2
9,3.5,Scientific,6.10
9,3.7,Clear Linux OS,30670
9,3.4,CentOS Linux,7.4.1708
9,3.6,macOS,10.11
9,3.7,Manjaro Linux,18.0
9,3.5,OS X,10.13.4
9,2.7,Red Hat Enterprise Linux Server,6.9
9,3.7,macOS,10.8.5
9,3.7,Kali GNU/Linux,2018.1
9,2.7,macOS,10.10.2
9,2.7,GridOS,26
9,2.7,Debian GNU/Linux,10.0
9,2.7,Feren OS,18.04
9,3.5,Fedora,28
9,2.7,BOSS GNU/Linux,7
9,3.7,debian,9.5
9,3.7,macOS,10.10
9,3.5,Red Hat Enterprise Linux Workstation,7.5
9,2.7,Alpine Linux,3.9.0
9,3.5,BOSS GNU/Linux,7
8,2.7,Red Hat Enterprise Linux Client,7.6
8,2.7,Kali GNU/Linux,2017.2
8,2.7,Puppy,8.0
8,3.5,Antergos Linux,
8,3.5,DGX OS,16.04
8,3.7,Oracle Linux Server,7.3
8,2.7,Aliyun,6
8,3.5,Red Hat Enterprise Linux Server,5.3
8,3.7,ArchBang Linux,rolling
8,3.5,macOS,10.9.5
8,3.7,Generic,29
8,3.7,Antergos Linux,19.1
8,3.6,macOS,10.11.2
8,2.7,Peppermint,9
8,3.6,Linux Mint,18.04
8,3.6,macOS,10.10.3
8,3.7,Arch Linux,v19.05.2
8,2.7,Red Hat Enterprise Linux Server,6.5
8,2.7,Red Hat Enterprise Linux Workstation,7.2
8,2.7,Acronis Cyber Infrastructure,2
8,3.5,Gentoo,2.4.1
8,2.7,RedHatEnterpriseServer,6.4
8,3.6,Red Hat Enterprise Linux Server,6.8
8,3.7,n/a,n/a
8,2.7,openSUSE Tumbleweed,20190704
8,3.7,Artix,rolling
7,2.7,Sailfish OS,3.0.3.9
7,2.7,OS X,10.14
7,3.7,Arch Linux,v19.04.4
7,3.4,RedHatEnterpriseServer,6.8
7,2.7,ScientificFermi,6.10
7,3.6,macOS,10.7.5
7,3.7,debian,stretch/sid
7,3.6,Debian GNU/Linux,rodete
7,3.6,Feren OS,18.04
7,2.7,openSUSE,13.1
7,3.5,OS X,10.14.1
7,3.5,Red Hat Enterprise Linux Server,6.7
7,3.7,Ubuntu,15.04
7,3.6,macOS,10.10
7,2.7,PureOS,8
7,3.6,Red Hat Enterprise Linux Workstation,7.2
7,3.5,debian,8.9
7,3.6,Deepin,15.9.1
7,3.5,OS X,10.14.2
7,3.7,Porteus,5.0
7,3.5,Astra Linux (Orel),2.12.14
7,2.7,CentOS,4.3
7,3.5,ROSA Desktop Fresh R11,2016.1
7,3.5,OS X,10.14
7,3.7,Debian GNU/Linux,9.7
7,2.7,openSUSE,12.3
7,3.7,Arch Linux,n/a
7,2.7,Debian GNU/Linux,rodete
7,3.6,Oracle Linux Server,7.3
7,3.5,Pardus GNU/Linux,17.5
7,3.6,macOS,10.15.1
7,3.7,openSUSE,13.2
7,2.7,Red Hat Enterprise Linux Server,6.6
7,3.7,Scientific,6.7
7,3.7,RedHatEnterpriseWorkstation,6.8
7,3.7,Deepin,15.9
7,3.6,Generic,28
7,3.6,CentOS Linux,6.2
7,2.7,RFRemix,29
7,3.6,Zorin OS,12
7,3.4,CentOS,6.8
7,2.7,CentOS Linux,6.2
7,3.5,Trisquel GNU/Linux,8.0
7,3.4,Scientific,6.10
7,3.6,ScientificFermi,6.10
7,2.7,Scientific Linux,6.10
7,3.6,RED OS,7.2
7,3.5,Red Hat Enterprise Linux Server,6.9
7,3.4,macOS,10.14.6
6,3.7,Fedora,24
6,3.5,meta-intel-ese Reference Distro,1.0
6,3.5,Alpine Linux,3.6.2
6,3.7,GNOME,master
6,3.7,macOS,10.10.1
6,3.6,Manjaro Linux,17.1.4
6,3.7,Pardus GNU/Linux,17.5
6,2.7,RedHatEnterpriseWorkstation,6.6
6,3.6,Slackware,14.1
6,3.7,Scientific Linux,6.10
6,3.7,RFRemix,29
6,3.7,RedHatEnterpriseWorkstation,6.6
6,3.7,Devuan GNU/Linux,2.0
6,3.4,OS X,10.14.5
6,3.7,GalliumOS,2.1
6,3.5,macOS,10.12.2
6,3.6,macOS,10.6.8
6,3.7,Parabola,rolling
6,3.5,CentOS Linux,7.2
6,2.7,OS X,10.14.2
6,3.5,OS X,10.10.5
6,3.7,Arch Linux 32,32
6,3.7,Devuan GNU/Linux,10
6,3.5,Slackware,14.2
6,3.7,Scientific,6.9
6,3.6,ViettelOS,1.0
6,3.5,Alibaba Group Enterprise Linux Server,6.2
6,3.7,RedHatEnterpriseWorkstation,6.5
6,3.6,Kali GNU/Linux,2017.3
6,3.7,Trisquel GNU/Linux,8.0
6,3.7,Clear Linux OS,30210
6,3.7,Clear Linux OS,30040
6,3.5,Poky (Yocto Project Reference Distro),2.0.3
6,3.6,Gentoo,n/a
6,3.5,Deepin,15.5 SP2
6,2.7,RedHawk Linux,7.5
6,3.6,RedHatEnterpriseComputeNode,6.5
6,2.7,Scientific,6.6
6,3.7,Generic,30
6,3.7,void,rolling
6,3.7,SparkyLinux,5.8
6,2.7,Kylin,4.0.2
6,2.7,"""elementary""",0.4.1
6,3.7,debian,10.0
6,3.6,CentOS Linux,7.2
6,3.4,OS X,10.14.6
6,3.7,Clear Linux OS,30310
5,3.5,Cluster Manager v,7.1
5,2.7,HELiOS,6.9.1
5,3.6,Clear Linux OS,30500
5,3.7,Red Hat Enterprise Linux Server,7.0
5,3.7,AIMS Desktop GNU/Linux,oldstable-updates
5,2.7,OS X,10.14.1
5,3.5,Alpine Linux,3.5.0
5,2.7,OS X,10.14.6
5,3.5,macOS,10.11.4
5,3.6,openSUSE Leap,42.2
5,3.6,Sabayon,n/a
5,3.7,openSUSE Tumbleweed,20190623
5,3.5,Scientific,6.9
5,3.7,Scientific,6.5
5,2.7,Parrot GNU/Linux,4.4
5,3.6,Alpine Linux,3.6.5
5,3.7,LinuxMint,18
5,2.7,PisiLinux,2.1.1
5,3.5,SparkyLinux,4
5,3.7,openSUSE Tumbleweed,20190621
5,3.6,RedHatEnterpriseServer,5.3
5,3.4,Ubuntu,19.04
5,3.4,macOS,10.14.4
5,3.6,LinuxMint,18.1
5,3.6,Kali GNU/Linux,2018.3
5,3.6,Scientific,6.6
5,2.7,openSUSE Tumbleweed,20190726
5,3.7,Cluster Manager v,7.1
5,3.7,Clear Linux OS,29940
5,3.6,bullxServer,6.3
5,3.5,OracleServer,6.5
5,3.6,Amazon Linux AMI,2014.09
5,2.7,Debian GNU/Linux,9.9
5,3.7,Alpine Linux,3.6.5
5,3.5,"SUSE Linux Enterprise Server ",12
5,3.7,openSUSE Leap,42.2
5,3.6,TinyCore,10.1
5,2.7,Deepin,15.8
5,3.7,openSUSE,13.1
5,3.5,Kali GNU/Linux,2019.2
5,2.7,Oracle Linux Server,6.8
5,3.7,Manjaro Linux,n/a
5,3.6,NewStart NSDL,v3.2.4rc2.201905-zte
5,3.7,openSUSE Tumbleweed,20190701
5,3.7,Alpine Linux,3.8.0
5,2.7,RedHatEnterpriseWorkstation,6.9
5,3.4,CentOS,6.3
5,3.6,LinuxMint,18
5,3.7,Red Hat Enterprise Linux Atomic Host,7.4
5,3.7,Parrot GNU/Linux,4.5
5,3.5,SLES,12.2
5,3.7,Clear Linux OS,30330
5,3.7,KDE,5.12
5,3.7,Manjaro Linux,18.1.0-rc3
5,3.5,macOS,10.11.3
5,2.7,Slackware,14.1
5,2.7,IBM Platform HPC,4.2.0.1
5,2.7,RedHatEnterpriseClient,6.7
5,3.7,Clear Linux OS,30270
5,3.6,Arch Linux,v19.06.1
5,3.6,OS X,10.14
5,3.6,Calculate,
5,2.7,ScientificFermi,6.7
5,2.7,NAOqiOS,3.6.21
5,3.7,Kali GNU/Linux,2017.1
5,3.6,Manjaro Linux,18.0.2
5,3.5,Parabola,
5,2.7,Kali GNU/Linux,2016.2
5,3.6,RedHatEnterpriseServer,5.11
5,3.5,CentOS Linux,6.2
5,3.5,Alpine Linux,3.8.2
5,3.7,Chrome,75
5,3.5,SparkyLinux,5.8
5,3.5,SigintOS,1.1
5,2.7,openSUSE Tumbleweed,20190718
4,2.7,RedHatEnterpriseServer,6.2
4,3.7,Debian GNU/Linux,20190805-2a433fbd
4,3.5,RedHatEnterpriseComputeNode,6.9
4,3.7,OS X,10.14
4,3.6,macOS,10.8.5
4,3.7,Fedora,21
4,3.7,Archman,Archman - 2019.07
4,2.7,Gentoo,2.5.10.7
4,3.6,ALCS,alcs-4.34.1-LEON
4,2.7,Debian,rodete
4,3.7,ArcoLinuxD,v19.07.11
4,3.6,Zorin,12
4,2.7,openSUSE Tumbleweed,20190724
4,3.4,Red Hat Enterprise Linux Server,7.3
4,3.5,Debian GNU/Linux,17.5
4,2.7,Linux Mint LMDE,2
4,3.7,Clear Linux OS,30260
4,2.7,Astra Linux (Orel),2.12.13
4,3.5,Oracle Linux Server,7.5
4,3.6,Clear Linux OS,30210
4,3.6,openSUSE Tumbleweed,20170909
4,3.7,WLinux,
4,3.6,OracleServer,6.6
4,3.5,Debian GNU/Linux,unstable
4,3.7,Red Hat Enterprise Linux Server,6.5
4,3.6,Debian GNU/Linux,stable-updates
4,3.7,ALT,6.0.0
4,3.7,Manjaro Linux,18.1.0-rc4
4,3.7,Arch Linux,x86_64
4,3.5,Scientific Linux,7.5
4,3.6,Parrot GNU/Linux,4.7
4,2.7,Oracle Linux Server,6.9
4,3.6,Linux Server,
4,3.7,openSUSE Tumbleweed,20190514
4,2.7,macOS,10.10
4,3.6,Ubuntu Kylin,19.04
4,3.7,macOS,10.6.8
4,3.6,RedHatEnterpriseServer,6.2
4,3.5,openSUSE Leap,15.1
4,3.7,Apricity OS,rolling
4,2.7,Red Hat Enterprise Linux Server,6.8
4,3.7,Apple,19.04
4,2.7,debian,8.2
4,3.5,Red Hat Enterprise Linux Server,6.5
4,3.7,Antergos Linux,18.12
4,3.6,ScientificCERNSLC,6.5
4,3.6,Linux Mint LMDE,2
4,2.7,#CentOS,6.5
4,3.6,Oracle Linux Server,6.7
4,2.7,Fedora,31
4,3.6,Debian GNU/Linux,9.9
4,3.6,Mageia,6
4,3.7,SLED,12.2
4,3.6,OS X,10.13.6
4,3.4,macOS,10.13.4
4,3.6,Vine Linux,6.5
4,3.5,CentOS,5.4
4,3.7,openSUSE Tumbleweed,20190627
4,3.7,Scientific,6.4
4,3.7,RedHatEnterpriseServer,5.3
4,3.6,NixOS,19.03.172807.b2ec3b6db2b
4,2.7,Ubuntu,13.04
4,3.7,Oracle Linux Server,6.9
4,2.7,Red Hat Enterprise Linux Server,6.4
4,3.6,OS X,10.14.6
4,3.7,AIMS Desktop GNU/Linux,10.0
4,3.5,KDE neon,18.04
4,3.5,RedHatEnterpriseServer,6.8
4,3.7,openSUSE Tumbleweed,20190607
4,3.7,openSUSE Tumbleweed,20190630
4,3.7,Clear Linux OS,30620
4,2.7,openSUSE Tumbleweed,20190713
4,3.7,Clear Linux OS,29810
4,3.6,SLED,15.1
4,2.7,Scientific,6.7
4,3.5,Pop!_OS,18.10
4,3.6,KDE neon Plasma LTS,18.04
4,3.7,ArcoLinux,v19.07.9
4,2.7,RedHatEnterpriseServer,6.3
4,3.5,openSUSE Leap,15.0
4,3.7,ROSA Desktop Fresh R11,2016.1
4,3.7,Amazon Linux AMI,2015.03
4,2.7,Scientific,6.9
4,2.7,Gentoo,2.4.1
4,2.7,RedHatEnterpriseWorkstation,6.4
4,3.7,SLES,12.1
4,3.7,MarIuX64,2.0
4,3.7,Condres OS GNU/Linux,19.06
4,3.5,Scientific,6.6
4,3.6,GalliumOS,2.1
4,2.7,Red Hat Enterprise Linux Server,6.7
4,3.6,Fedora,12
4,2.7,Gentoo,2.2
4,3.7,OS X,10.14.6
4,3.7,SLED,15.1
4,3.6,Manjaro Linux,17.1.11
4,3.7,RedHatEnterpriseWorkstation,6.9
4,3.6,Clear Linux OS,30450
4,3.5,Alpine Linux,3.5.2
4,2.7,Generic,28
4,3.5,RedHatEnterpriseWorkstation,6.10
4,2.7,SparkyLinux,5.8
3,3.6,CentOS,5.4
3,3.7,Red Hat Enterprise Linux Client,7.6
3,3.6,PisiLinux,2.1.1
3,3.5,Kali GNU/Linux,2017.1
3,2.7,ScientificCERNSLC,6.8
3,3.6,Scientific,6.3
3,3.6,Clear Linux OS,30400
3,3.5,Peppermint,8
3,3.6,Devuan GNU/Linux,2.0
3,3.7,openSUSE Tumbleweed,20190702
3,3.5,"SUSE Linux Enterprise Server ",11
3,3.5,RedHatEnterpriseServer,6.3
3,3.7,KaOS,rolling
3,3.7,RedHatEnterpriseServer,6.3
3,3.6,openSUSE,13.1
3,2.7,Deepin,15.9.3
3,2.7,ScientificFermi,6.4
3,3.7,Debian GNU/Linux,20190731-64e1d0b3
3,3.6,Manjaro Linux,18.0-beta-2
3,3.5,macOS,10.11
3,3.7,ScientificFermi,6.10
3,3.5,RedHatEnterpriseWorkstation,6.7
3,3.5,NewStart NSDL,v3.1.201805(zte)
3,3.5,CentOS Linux,7.1.1503
3,3.7,MakuluLinux Flash,MakuluLinux-15
3,3.6,Tyco OS,15.1
3,3.6,Clear Linux OS,30340
3,3.7,Kali GNU/Linux,2016.1
3,3.6,OS X,10.14.2
3,3.7,OpenMandriva Lx,4.0
3,3.6,Alpine Linux,3.9.3
3,3.7,Puppy,8.0
3,3.7,Pardus GNU/Linux,19.0
3,3.7,Clear Linux OS,30300
3,2.7,Kali GNU/Linux,2.0
3,3.6,Puppy,19.03
3,3.5,SLES,12.4
3,3.6,SLED,15
3,3.6,HELiOS,7.6SP2
3,3.7,Deepin,15.8
3,3.5,Deepin,15.5
3,3.7,Arch Linux,18.04
3,3.6,NeoKylin Linux Advanced Server,V7Update4
3,3.6,Red Hat Enterprise Linux Atomic Host,7.4
3,3.7,CentOS,5.6
3,3.5,Red Hat Enterprise Linux Server,6.3
3,2.7,Generic,26
3,3.6,debian,9.8
3,2.7,Alpine Linux,3.8.1
3,3.7,Parabola,
3,2.7,OS X,10.13.4
3,2.7,Deepin,15.9.1
3,2.7,OS X,10.13.5
3,2.7,Kylin Linux,3
3,3.6,macOS,10.8.2
3,3.6,Astra Linux (Smolensk),1.6
3,3.7,BlackArch Linux,rolling
3,2.7,Pengwin,10
3,3.6,CentOS,5.5
3,3.5,HELiOS,6.6
3,2.7,Arch Linux,v19.06.1
3,3.5,debian,8.8
3,3.7,openSUSE Tumbleweed,20190306
3,3.6,Parrot GNU/Linux,4.1
3,3.7,BOSS GNU/Linux,7
3,3.6,Kali GNU/Linux,2017.2
3,3.6,Ephemeris service,20190802153830
3,3.7,Clear Linux OS,29510
3,2.7,SHMZ,6.6
3,3.5,Scientific Linux,6.6
3,3.7,openSUSE Tumbleweed,20190601
3,2.7,Springdale Linux,7.5
3,2.7,Clear Linux OS,30400
3,3.7,Red Hat Enterprise Linux Workstation,6.10
3,3.7,Deepin,15.9.3
3,3.5,Debian GNU/Linux,9.9
3,3.7,Red Hat Enterprise Linux Server,6.4
3,3.6,OS X,10.14.4
3,3.7,Manjaro Linux,17.1-dev
3,3.7,Clear Linux OS,30640
3,3.5,RedHatEnterpriseWorkstation,6.6
3,3.6,Calculate,18.12
3,3.6,Pop!_OS,17.10
3,3.5,SLES,12.1
3,3.7,SLES,12
3,2.7,Scientific,6.8
3,3.7,macOS,10.8.3
3,3.6,Debian GNU/Linux,8.11
3,3.7,RedHatEnterpriseClient,6.7
3,2.7,Kali GNU/Linux,2017.3
3,3.7,openSUSE Tumbleweed,20190408
3,3.7,Clear Linux OS,30660
3,3.5,Devuan GNU/Linux,
3,2.7,n/a,n/a
3,3.6,Sangoma Linux,7
3,2.7,Anarchy Linux,
3,3.7,OS X,10.14.3
3,3.6,Manjaro Linux,18.0.3
3,3.5,debian,10.0
3,3.7,Kali GNU/Linux,2017.2
3,3.6,Gentoo,2019053001
3,2.7,Scientific,6.4
3,3.6,RedHat Linux,7
3,3.6,N-centralOS Linux,7
3,3.4,Oracle Linux Server,7.6
3,3.5,Red Hat Enterprise Linux Workstation,7.3
3,3.7,RedHatEnterpriseWorkstation,6.7
3,3.6,OS X,10.11.6
3,2.7,Parrot GNU/Linux,4.3
3,2.7,Mageia,6
3,3.7,Red Hat Enterprise Linux,8.1
3,2.7,Intellicyber GNU/Linux,1.0
3,3.7,Gentoo,2.2
3,3.7,openSUSE Tumbleweed,20190806
3,3.7,Clear Linux OS,29520
3,3.5,elementary OS,0.4
3,3.6,KDE neon,16.04
3,2.7,KDE neon Plasma LTS,18.04
3,3.6,Aliyun,6
3,3.6,Ubuntu Kylin,18.10
3,3.7,OS X,10.12.6
3,3.4,SLED,12.3
3,3.6,Alibaba Group Enterprise Linux Server,6.2
3,3.6,Oracle Linux Server,6.8
3,3.5,macOS,10.10.3
3,3.6,Red Hat Enterprise Linux Server,6.4
3,3.6,Mageia,7
3,3.5,Scientific Linux,7.3
3,2.7,Astra Linux (Smolensk),1.6
3,2.7,openSUSE Tumbleweed,20190721
3,2.7,Alibaba Group Enterprise Linux Server,6.2
3,3.5,OS X,10.12.5
3,3.7,SLED,12.3
3,2.7,Freedesktop.org,18.08.32
3,3.7,ScientificCERNSLC,6.10
3,2.7,CentOS,6.1
3,3.7,Oracle Linux Server,6.5
3,2.7,macOS,10.14.0
3,3.6,Scientific,6.5
3,3.5,Scientific Linux CERN SLC,6.9
3,3.7,KDE neon Plasma LTS,18.04
3,3.7,GridOS,26
3,3.6,macOS,10.9.2
3,3.5,NewStart NSDL release V,3.2.4
3,3.6,Anarchy Linux,
3,3.7,RedHatEnterpriseComputeNode,6.5
3,3.7,OracleServer,6.5
3,2.7,Oracle Linux Server,6.7
3,3.6,OS X,10.12.6
2,2.7,NAOqiOS,3.6.22
2,3.6,Ephemeris service,20190714204041
2,3.6,Oracle Linux Server,7.1
2,3.5,SparkyLinux,5
2,3.7,macOS,10.9.3
2,2.7,Scientific Linux,6.8
2,2.7,Linux Mint,18.04
2,3.5,Industrial OS,1.4
2,3.7,Mandriva Linux,2008.1
2,3.7,openSUSE Tumbleweed,20190506
2,3.6,CentOS Linux,7.1.1503
2,2.7,Clear Linux OS,30450
2,3.7,dracut,049-25.git20181204.fc29
2,3.6,Clear Linux OS,30550
2,3.6,macOS,10.10.1
2,3.5,"""elementary""",0.4
2,2.7,RedHatEnterpriseServer,5.3
2,3.5,NewStart NSDL release V,3.3.1
2,3.7,Springdale,6.10
2,3.7,Scientific Linux,7.1
2,2.7,Red Hat Enterprise Linux Server,6.2
2,2.7,DBOS Linux,7
2,3.7,ArcoLinux,v19.06.1
2,3.7,openSUSE Tumbleweed,20190617
2,3.7,SparkyLinux,5.7
2,3.6,Kali GNU/Linux,2.0
2,2.7,IFCOS Linux,7
2,2.6,Ubuntu,18.04
